Date,Train_No,Line,Station,Scheduled_Time,Actual_Time,Delay_Minutes,Is_Peak_Hour,Scheduled_DateTime,Actual_DateTime,Hour,Delay_Category
04-10-2025,11083,Central,Kurla,7.30.00 PM,7.34.00 PM,4,TRUE,04-10-2025 19.30,04-10-2025 19.34,19,Moderate Delay
04-10-2025,90084,Western,Dadar,8.00.00 PM,8.00.00 PM,0,TRUE,04-10-2025 20.00,04-10-2025 20.00,20,On-Time / Minor
04-10-2025,11085,Central,Kalyan,8.30.00 PM,8.31.00 PM,1,TRUE,04-10-2025 20.30,04-10-2025 20.31,20,On-Time / Minor
04-10-2025,90086,Western,Churchgate,9.00.00 PM,9.02.00 PM,2,FALSE,04-10-2025 21.00,04-10-2025 21.02,21,On-Time / Minor
04-10-2025,11087,Central,CSMT,9.30.00 PM,9.30.00 PM,0,FALSE,04-10-2025 21.30,04-10-2025 21.30,21,On-Time / Minor
04-10-2025,90088,Western,Churchgate,10.00.00 PM,10.01.00 PM,1,FALSE,04-10-2025 22.00,04-10-2025 22.01,22,On-Time / Minor
04-10-2025,11089,Central,Karjat,10.30.00 PM,10.30.00 PM,0,FALSE,04-10-2025 22.30,04-10-2025 22.30,22,On-Time / Minor
04-10-2025,90090,Western,Churchgate,11.00.00 PM,11.02.00 PM,2,FALSE,04-10-2025 23.00,04-10-2025 23.02,23,On-Time / Minor
04-10-2025,11091,Central,Kalyan,11.30.00 PM,11.32.00 PM,2,FALSE,04-10-2025 23.30,04-10-2025 23.32,23,On-Time / Minor
05-10-2025,90092,Western,Borivali,12.00.00 AM,12.03.00 AM,3,FALSE,05-10-2025 0.00,05-10-2025 0.03,0,On-Time / Minor
05-10-2025,11093,Central,Kalyan,12.30.00 AM,12.32.00 AM,2,FALSE,05-10-2025 0.30,05-10-2025 0.32,0,On-Time / Minor
05-10-2025,90094,Western,Bandra,1.00.00 AM,1.01.00 AM,1,FALSE,05-10-2025 1.00,05-10-2025 1.01,1,On-Time / Minor
05-10-2025,11095,Central,Kurla,1.30.00 AM,1.33.00 AM,3,FALSE,05-10-2025 1.30,05-10-2025 1.33,1,On-Time / Minor
05-10-2025,90096,Western,Churchgate,2.00.00 AM,2.01.00 AM,1,FALSE,05-10-2025 2.00,05-10-2025 2.01,2,On-Time / Minor
05-10-2025,11097,Central,Thane,2.30.00 AM,2.30.00 AM,0,FALSE,05-10-2025 2.30,05-10-2025 2.30,2,On-Time / Minor
05-10-2025,90098,Western,Churchgate,3.00.00 AM,3.01.00 AM,1,FALSE,05-10-2025 3.00,05-10-2025 3.01,3,On-Time / Minor
05-10-2025,11099,Central,Karjat,3.30.00 AM,3.32.00 AM,2,FALSE,05-10-2025 3.30,05-10-2025 3.32,3,On-Time / Minor
05-10-2025,90000,Western,Andheri,4.00.00 AM,4.00.00 AM,0,FALSE,05-10-2025 4.00,05-10-2025 4.00,4,On-Time / Minor
05-10-2025,11001,Central,Dadar,4.30.00 AM,4.31.00 AM,1,FALSE,05-10-2025 4.30,05-10-2025 4.31,4,On-Time / Minor
05-10-2025,90002,Western,Andheri,5.00.00 AM,5.00.00 AM,0,FALSE,05-10-2025 5.00,05-10-2025 5.00,5,On-Time / Minor
05-10-2025,11003,Central,Karjat,5.30.00 AM,5.32.00 AM,2,FALSE,05-10-2025 5.30,05-10-2025 5.32,5,On-Time / Minor
05-10-2025,90004,Western,Dadar,6.00.00 AM,6.02.00 AM,2,FALSE,05-10-2025 6.00,05-10-2025 6.02,6,On-Time / Minor
05-10-2025,11005,Central,Kalyan,6.30.00 AM,6.34.00 AM,4,FALSE,05-10-2025 6.30,05-10-2025 6.34,6,Moderate Delay
05-10-2025,90006,Western,Andheri,7.00.00 AM,7.01.00 AM,1,FALSE,05-10-2025 7.00,05-10-2025 7.01,7,On-Time / Minor
05-10-2025,11007,Central,Dadar,7.30.00 AM,7.35.00 AM,5,FALSE,05-10-2025 7.30,05-10-2025 7.35,7,Moderate Delay
05-10-2025,90008,Western,Churchgate,8.00.00 AM,8.05.00 AM,5,TRUE,05-10-2025 8.00,05-10-2025 8.05,8,Moderate Delay
05-10-2025,11009,Central,Kalyan,8.30.00 AM,8.31.00 AM,1,TRUE,05-10-2025 8.30,05-10-2025 8.31,8,On-Time / Minor
05-10-2025,90010,Western,Dadar,9.00.00 AM,9.00.00 AM,0,TRUE,05-10-2025 9.00,05-10-2025 9.00,9,On-Time / Minor
05-10-2025,11011,Central,Kurla,9.30.00 AM,9.41.00 AM,11,TRUE,05-10-2025 9.30,05-10-2025 9.41,9,Severe Delay
05-10-2025,90012,Western,Andheri,10.00.00 AM,10.03.00 AM,3,TRUE,05-10-2025 10.00,05-10-2025 10.03,10,On-Time / Minor
05-10-2025,11013,Central,Thane,10.30.00 AM,10.31.00 AM,1,TRUE,05-10-2025 10.30,05-10-2025 10.31,10,On-Time / Minor
05-10-2025,90014,Western,Borivali,11.00.00 AM,11.02.00 AM,2,FALSE,05-10-2025 11.00,05-10-2025 11.02,11,On-Time / Minor
05-10-2025,11015,Central,Kalyan,11.30.00 AM,11.32.00 AM,2,FALSE,05-10-2025 11.30,05-10-2025 11.32,11,On-Time / Minor
05-10-2025,90016,Western,Churchgate,12.00.00 PM,12.06.00 PM,6,FALSE,05-10-2025 12.00,05-10-2025 12.06,12,Moderate Delay
05-10-2025,11017,Central,Dadar,12.30.00 PM,12.30.00 PM,0,FALSE,05-10-2025 12.30,05-10-2025 12.30,12,On-Time / Minor
05-10-2025,90018,Western,Borivali,1.00.00 PM,1.00.00 PM,0,FALSE,05-10-2025 13.00,05-10-2025 13.00,13,On-Time / Minor
05-10-2025,11019,Central,Karjat,1.30.00 PM,1.30.00 PM,0,FALSE,05-10-2025 13.30,05-10-2025 13.30,13,On-Time / Minor
05-10-2025,90020,Western,Bandra,2.00.00 PM,2.02.00 PM,2,FALSE,05-10-2025 14.00,05-10-2025 14.02,14,On-Time / Minor
05-10-2025,11021,Central,CSMT,2.30.00 PM,2.32.00 PM,2,FALSE,05-10-2025 14.30,05-10-2025 14.32,14,On-Time / Minor
05-10-2025,90022,Western,Borivali,3.00.00 PM,3.04.00 PM,4,FALSE,05-10-2025 15.00,05-10-2025 15.04,15,Moderate Delay
05-10-2025,11023,Central,Dadar,3.30.00 PM,3.31.00 PM,1,FALSE,05-10-2025 15.30,05-10-2025 15.31,15,On-Time / Minor
05-10-2025,90024,Western,Bandra,4.00.00 PM,4.01.00 PM,1,FALSE,05-10-2025 16.00,05-10-2025 16.01,16,On-Time / Minor
05-10-2025,11025,Central,Thane,4.30.00 PM,4.32.00 PM,2,FALSE,05-10-2025 16.30,05-10-2025 16.32,16,On-Time / Minor
05-10-2025,90026,Western,Dadar,5.00.00 PM,5.02.00 PM,2,FALSE,05-10-2025 17.00,05-10-2025 17.02,17,On-Time / Minor
05-10-2025,11027,Central,Kalyan,5.30.00 PM,5.30.00 PM,0,FALSE,05-10-2025 17.30,05-10-2025 17.30,17,On-Time / Minor
05-10-2025,90028,Western,Churchgate,6.00.00 PM,6.11.00 PM,11,TRUE,05-10-2025 18.00,05-10-2025 18.11,18,Severe Delay
05-10-2025,11029,Central,CSMT,6.30.00 PM,6.36.00 PM,6,TRUE,05-10-2025 18.30,05-10-2025 18.36,18,Moderate Delay
05-10-2025,90030,Western,Borivali,7.00.00 PM,7.10.00 PM,10,TRUE,05-10-2025 19.00,05-10-2025 19.10,19,Moderate Delay
05-10-2025,11031,Central,Kurla,7.30.00 PM,8.03.00 PM,33,TRUE,05-10-2025 19.30,05-10-2025 20.03,19,Severe Delay
05-10-2025,90032,Western,Andheri,8.00.00 PM,8.03.00 PM,3,TRUE,05-10-2025 20.00,05-10-2025 20.03,20,On-Time / Minor
05-10-2025,11033,Central,Karjat,8.30.00 PM,8.36.00 PM,6,TRUE,05-10-2025 20.30,05-10-2025 20.36,20,Moderate Delay
05-10-2025,90034,Western,Andheri,9.00.00 PM,9.01.00 PM,1,FALSE,05-10-2025 21.00,05-10-2025 21.01,21,On-Time / Minor
05-10-2025,11035,Central,Kalyan,9.30.00 PM,9.33.00 PM,3,FALSE,05-10-2025 21.30,05-10-2025 21.33,21,On-Time / Minor
05-10-2025,90036,Western,Bandra,10.00.00 PM,10.00.00 PM,0,FALSE,05-10-2025 22.00,05-10-2025 22.00,22,On-Time / Minor
05-10-2025,11037,Central,CSMT,10.30.00 PM,10.32.00 PM,2,FALSE,05-10-2025 22.30,05-10-2025 22.32,22,On-Time / Minor
05-10-2025,90038,Western,Andheri,11.00.00 PM,11.04.00 PM,4,FALSE,05-10-2025 23.00,05-10-2025 23.04,23,Moderate Delay
05-10-2025,11039,Central,Karjat,11.30.00 PM,11.31.00 PM,1,FALSE,05-10-2025 23.30,05-10-2025 23.31,23,On-Time / Minor
06-10-2025,90040,Western,Bandra,12.00.00 AM,12.01.00 AM,1,FALSE,06-10-2025 0.00,06-10-2025 0.01,0,On-Time / Minor
06-10-2025,11041,Central,Thane,12.30.00 AM,12.36.00 AM,6,FALSE,06-10-2025 0.30,06-10-2025 0.36,0,Moderate Delay
06-10-2025,90042,Western,Bandra,1.00.00 AM,1.00.00 AM,0,FALSE,06-10-2025 1.00,06-10-2025 1.00,1,On-Time / Minor
06-10-2025,11043,Central,Thane,1.30.00 AM,1.36.00 AM,6,FALSE,06-10-2025 1.30,06-10-2025 1.36,1,Moderate Delay
06-10-2025,90044,Western,Andheri,2.00.00 AM,2.02.00 AM,2,FALSE,06-10-2025 2.00,06-10-2025 2.02,2,On-Time / Minor
06-10-2025,11045,Central,Kalyan,2.30.00 AM,2.30.00 AM,0,FALSE,06-10-2025 2.30,06-10-2025 2.30,2,On-Time / Minor
06-10-2025,90046,Western,Andheri,3.00.00 AM,3.01.00 AM,1,FALSE,06-10-2025 3.00,06-10-2025 3.01,3,On-Time / Minor
06-10-2025,11047,Central,Kurla,3.30.00 AM,3.30.00 AM,0,FALSE,06-10-2025 3.30,06-10-2025 3.30,3,On-Time / Minor
06-10-2025,90048,Western,Borivali,4.00.00 AM,4.03.00 AM,3,FALSE,06-10-2025 4.00,06-10-2025 4.03,4,On-Time / Minor
06-10-2025,11049,Central,CSMT,4.30.00 AM,4.30.00 AM,0,FALSE,06-10-2025 4.30,06-10-2025 4.30,4,On-Time / Minor
06-10-2025,90050,Western,Borivali,5.00.00 AM,5.01.00 AM,1,FALSE,06-10-2025 5.00,06-10-2025 5.01,5,On-Time / Minor
06-10-2025,11051,Central,Karjat,5.30.00 AM,5.32.00 AM,2,FALSE,06-10-2025 5.30,06-10-2025 5.32,5,On-Time / Minor
06-10-2025,90052,Western,Borivali,6.00.00 AM,6.03.00 AM,3,FALSE,06-10-2025 6.00,06-10-2025 6.03,6,On-Time / Minor
06-10-2025,11053,Central,Kalyan,6.30.00 AM,6.31.00 AM,1,FALSE,06-10-2025 6.30,06-10-2025 6.31,6,On-Time / Minor
06-10-2025,90054,Western,Dadar,7.00.00 AM,7.07.00 AM,7,FALSE,06-10-2025 7.00,06-10-2025 7.07,7,Moderate Delay
06-10-2025,11055,Central,CSMT,7.30.00 AM,7.33.00 AM,3,FALSE,06-10-2025 7.30,06-10-2025 7.33,7,On-Time / Minor
06-10-2025,90056,Western,Andheri,8.00.00 AM,8.14.00 AM,14,TRUE,06-10-2025 8.00,06-10-2025 8.14,8,Severe Delay
06-10-2025,11057,Central,Karjat,8.30.00 AM,8.31.00 AM,1,TRUE,06-10-2025 8.30,06-10-2025 8.31,8,On-Time / Minor
06-10-2025,90058,Western,Borivali,9.00.00 AM,9.02.00 AM,2,TRUE,06-10-2025 9.00,06-10-2025 9.02,9,On-Time / Minor
06-10-2025,11059,Central,CSMT,9.30.00 AM,9.42.00 AM,12,TRUE,06-10-2025 9.30,06-10-2025 9.42,9,Severe Delay
06-10-2025,90060,Western,Dadar,10.00.00 AM,10.01.00 AM,1,TRUE,06-10-2025 10.00,06-10-2025 10.01,10,On-Time / Minor
06-10-2025,11061,Central,Kalyan,10.30.00 AM,10.31.00 AM,1,TRUE,06-10-2025 10.30,06-10-2025 10.31,10,On-Time / Minor
06-10-2025,90062,Western,Bandra,11.00.00 AM,11.02.00 AM,2,FALSE,06-10-2025 11.00,06-10-2025 11.02,11,On-Time / Minor
06-10-2025,11063,Central,Kalyan,11.30.00 AM,11.31.00 AM,1,FALSE,06-10-2025 11.30,06-10-2025 11.31,11,On-Time / Minor
06-10-2025,90064,Western,Andheri,12.00.00 PM,12.01.00 PM,1,FALSE,06-10-2025 12.00,06-10-2025 12.01,12,On-Time / Minor
06-10-2025,11065,Central,CSMT,12.30.00 PM,12.32.00 PM,2,FALSE,06-10-2025 12.30,06-10-2025 12.32,12,On-Time / Minor
06-10-2025,90066,Western,Andheri,1.00.00 PM,1.01.00 PM,1,FALSE,06-10-2025 13.00,06-10-2025 13.01,13,On-Time / Minor
06-10-2025,11067,Central,Kurla,1.30.00 PM,1.33.00 PM,3,FALSE,06-10-2025 13.30,06-10-2025 13.33,13,On-Time / Minor
06-10-2025,90068,Western,Virar,2.00.00 PM,2.02.00 PM,2,FALSE,06-10-2025 14.00,06-10-2025 14.02,14,On-Time / Minor
06-10-2025,11069,Central,Dadar,2.30.00 PM,2.35.00 PM,5,FALSE,06-10-2025 14.30,06-10-2025 14.35,14,Moderate Delay
06-10-2025,90070,Western,Virar,3.00.00 PM,3.01.00 PM,1,FALSE,06-10-2025 15.00,06-10-2025 15.01,15,On-Time / Minor
06-10-2025,11071,Central,Kalyan,3.30.00 PM,3.31.00 PM,1,FALSE,06-10-2025 15.30,06-10-2025 15.31,15,On-Time / Minor
06-10-2025,90072,Western,Virar,4.00.00 PM,4.00.00 PM,0,FALSE,06-10-2025 16.00,06-10-2025 16.00,16,On-Time / Minor
06-10-2025,11073,Central,Thane,4.30.00 PM,4.33.00 PM,3,FALSE,06-10-2025 16.30,06-10-2025 16.33,16,On-Time / Minor
06-10-2025,90074,Western,Churchgate,5.00.00 PM,5.03.00 PM,3,FALSE,06-10-2025 17.00,06-10-2025 17.03,17,On-Time / Minor
06-10-2025,11075,Central,Kurla,5.30.00 PM,5.32.00 PM,2,FALSE,06-10-2025 17.30,06-10-2025 17.32,17,On-Time / Minor
06-10-2025,90076,Western,Virar,6.00.00 PM,6.04.00 PM,4,TRUE,06-10-2025 18.00,06-10-2025 18.04,18,Moderate Delay
06-10-2025,11077,Central,Thane,6.30.00 PM,6.32.00 PM,2,TRUE,06-10-2025 18.30,06-10-2025 18.32,18,On-Time / Minor
06-10-2025,90078,Western,Churchgate,7.00.00 PM,7.02.00 PM,2,TRUE,06-10-2025 19.00,06-10-2025 19.02,19,On-Time / Minor
06-10-2025,11079,Central,Karjat,7.30.00 PM,7.41.00 PM,11,TRUE,06-10-2025 19.30,06-10-2025 19.41,19,Severe Delay
06-10-2025,90080,Western,Borivali,8.00.00 PM,8.25.00 PM,25,TRUE,06-10-2025 20.00,06-10-2025 20.25,20,Severe Delay
06-10-2025,11081,Central,Kalyan,8.30.00 PM,8.33.00 PM,3,TRUE,06-10-2025 20.30,06-10-2025 20.33,20,On-Time / Minor
06-10-2025,90082,Western,Virar,9.00.00 PM,9.05.00 PM,5,FALSE,06-10-2025 21.00,06-10-2025 21.05,21,Moderate Delay
06-10-2025,11083,Central,Thane,9.30.00 PM,9.30.00 PM,0,FALSE,06-10-2025 21.30,06-10-2025 21.30,21,On-Time / Minor
06-10-2025,90084,Western,Bandra,10.00.00 PM,10.02.00 PM,2,FALSE,06-10-2025 22.00,06-10-2025 22.02,22,On-Time / Minor
06-10-2025,11085,Central,CSMT,10.30.00 PM,10.31.00 PM,1,FALSE,06-10-2025 22.30,06-10-2025 22.31,22,On-Time / Minor
06-10-2025,90086,Western,Churchgate,11.00.00 PM,11.00.00 PM,0,FALSE,06-10-2025 23.00,06-10-2025 23.00,23,On-Time / Minor
06-10-2025,11087,Central,CSMT,11.30.00 PM,11.32.00 PM,2,FALSE,06-10-2025 23.30,06-10-2025 23.32,23,On-Time / Minor
07-10-2025,90088,Western,Virar,12.00.00 AM,12.01.00 AM,1,FALSE,07-10-2025 0.00,07-10-2025 0.01,0,On-Time / Minor
07-10-2025,11089,Central,CSMT,12.30.00 AM,12.35.00 AM,5,FALSE,07-10-2025 0.30,07-10-2025 0.35,0,Moderate Delay
07-10-2025,90090,Western,Dadar,1.00.00 AM,1.06.00 AM,6,FALSE,07-10-2025 1.00,07-10-2025 1.06,1,Moderate Delay
07-10-2025,11091,Central,Karjat,1.30.00 AM,1.31.00 AM,1,FALSE,07-10-2025 1.30,07-10-2025 1.31,1,On-Time / Minor
07-10-2025,90092,Western,Andheri,2.00.00 AM,2.01.00 AM,1,FALSE,07-10-2025 2.00,07-10-2025 2.01,2,On-Time / Minor
07-10-2025,11093,Central,Dadar,2.30.00 AM,2.30.00 AM,0,FALSE,07-10-2025 2.30,07-10-2025 2.30,2,On-Time / Minor
07-10-2025,90094,Western,Dadar,3.00.00 AM,3.01.00 AM,1,FALSE,07-10-2025 3.00,07-10-2025 3.01,3,On-Time / Minor
07-10-2025,11095,Central,Thane,3.30.00 AM,3.32.00 AM,2,FALSE,07-10-2025 3.30,07-10-2025 3.32,3,On-Time / Minor
07-10-2025,90096,Western,Andheri,4.00.00 AM,4.01.00 AM,1,FALSE,07-10-2025 4.00,07-10-2025 4.01,4,On-Time / Minor
07-10-2025,11097,Central,Thane,4.30.00 AM,4.39.00 AM,9,FALSE,07-10-2025 4.30,07-10-2025 4.39,4,Moderate Delay
07-10-2025,90098,Western,Virar,5.00.00 AM,5.00.00 AM,0,FALSE,07-10-2025 5.00,07-10-2025 5.00,5,On-Time / Minor
07-10-2025,11099,Central,CSMT,5.30.00 AM,5.31.00 AM,1,FALSE,07-10-2025 5.30,07-10-2025 5.31,5,On-Time / Minor
07-10-2025,90000,Western,Andheri,6.00.00 AM,6.02.00 AM,2,FALSE,07-10-2025 6.00,07-10-2025 6.02,6,On-Time / Minor
07-10-2025,11001,Central,Kalyan,6.30.00 AM,6.30.00 AM,0,FALSE,07-10-2025 6.30,07-10-2025 6.30,6,On-Time / Minor
07-10-2025,90002,Western,Bandra,7.00.00 AM,7.03.00 AM,3,FALSE,07-10-2025 7.00,07-10-2025 7.03,7,On-Time / Minor
07-10-2025,11003,Central,Dadar,7.30.00 AM,7.31.00 AM,1,FALSE,07-10-2025 7.30,07-10-2025 7.31,7,On-Time / Minor
07-10-2025,90004,Western,Borivali,8.00.00 AM,8.07.00 AM,7,TRUE,07-10-2025 8.00,07-10-2025 8.07,8,Moderate Delay
07-10-2025,11005,Central,Dadar,8.30.00 AM,8.31.00 AM,1,TRUE,07-10-2025 8.30,07-10-2025 8.31,8,On-Time / Minor
07-10-2025,90006,Western,Virar,9.00.00 AM,9.14.00 AM,14,TRUE,07-10-2025 9.00,07-10-2025 9.14,9,Severe Delay
07-10-2025,11007,Central,Kalyan,9.30.00 AM,9.31.00 AM,1,TRUE,07-10-2025 9.30,07-10-2025 9.31,9,On-Time / Minor
07-10-2025,90008,Western,Churchgate,10.00.00 AM,10.11.00 AM,11,TRUE,07-10-2025 10.00,07-10-2025 10.11,10,Severe Delay
07-10-2025,11009,Central,Dadar,10.30.00 AM,11.01.00 AM,31,TRUE,07-10-2025 10.30,07-10-2025 11.01,10,Severe Delay
07-10-2025,90010,Western,Churchgate,11.00.00 AM,11.01.00 AM,1,FALSE,07-10-2025 11.00,07-10-2025 11.01,11,On-Time / Minor
07-10-2025,11011,Central,Dadar,11.30.00 AM,11.31.00 AM,1,FALSE,07-10-2025 11.30,07-10-2025 11.31,11,On-Time / Minor
07-10-2025,90012,Western,Virar,12.00.00 PM,12.04.00 PM,4,FALSE,07-10-2025 12.00,07-10-2025 12.04,12,Moderate Delay
07-10-2025,11013,Central,CSMT,12.30.00 PM,12.34.00 PM,4,FALSE,07-10-2025 12.30,07-10-2025 12.34,12,Moderate Delay
07-10-2025,90014,Western,Dadar,1.00.00 PM,1.00.00 PM,0,FALSE,07-10-2025 13.00,07-10-2025 13.00,13,On-Time / Minor
07-10-2025,11015,Central,CSMT,1.30.00 PM,1.30.00 PM,0,FALSE,07-10-2025 13.30,07-10-2025 13.30,13,On-Time / Minor
07-10-2025,90016,Western,Virar,2.00.00 PM,2.02.00 PM,2,FALSE,07-10-2025 14.00,07-10-2025 14.02,14,On-Time / Minor
07-10-2025,11017,Central,Kalyan,2.30.00 PM,2.46.00 PM,16,FALSE,07-10-2025 14.30,07-10-2025 14.46,14,Severe Delay
07-10-2025,90018,Western,Virar,3.00.00 PM,3.05.00 PM,5,FALSE,07-10-2025 15.00,07-10-2025 15.05,15,Moderate Delay
07-10-2025,11019,Central,Kalyan,3.30.00 PM,3.33.00 PM,3,FALSE,07-10-2025 15.30,07-10-2025 15.33,15,On-Time / Minor
07-10-2025,90020,Western,Dadar,4.00.00 PM,4.04.00 PM,4,FALSE,07-10-2025 16.00,07-10-2025 16.04,16,Moderate Delay
07-10-2025,11021,Central,CSMT,4.30.00 PM,4.31.00 PM,1,FALSE,07-10-2025 16.30,07-10-2025 16.31,16,On-Time / Minor
07-10-2025,90022,Western,Churchgate,5.00.00 PM,5.00.00 PM,0,FALSE,07-10-2025 17.00,07-10-2025 17.00,17,On-Time / Minor
07-10-2025,11023,Central,Kurla,5.30.00 PM,5.31.00 PM,1,FALSE,07-10-2025 17.30,07-10-2025 17.31,17,On-Time / Minor
07-10-2025,90024,Western,Andheri,6.00.00 PM,6.02.00 PM,2,TRUE,07-10-2025 18.00,07-10-2025 18.02,18,On-Time / Minor
07-10-2025,11025,Central,CSMT,6.30.00 PM,6.40.00 PM,10,TRUE,07-10-2025 18.30,07-10-2025 18.40,18,Moderate Delay
07-10-2025,90026,Western,Dadar,7.00.00 PM,7.03.00 PM,3,TRUE,07-10-2025 19.00,07-10-2025 19.03,19,On-Time / Minor
07-10-2025,11027,Central,Dadar,7.30.00 PM,7.35.00 PM,5,TRUE,07-10-2025 19.30,07-10-2025 19.35,19,Moderate Delay
07-10-2025,90028,Western,Virar,8.00.00 PM,8.10.00 PM,10,TRUE,07-10-2025 20.00,07-10-2025 20.10,20,Moderate Delay
07-10-2025,11029,Central,Kurla,8.30.00 PM,8.33.00 PM,3,TRUE,07-10-2025 20.30,07-10-2025 20.33,20,On-Time / Minor
07-10-2025,90030,Western,Churchgate,9.00.00 PM,9.02.00 PM,2,FALSE,07-10-2025 21.00,07-10-2025 21.02,21,On-Time / Minor
07-10-2025,11031,Central,Kalyan,9.30.00 PM,9.30.00 PM,0,FALSE,07-10-2025 21.30,07-10-2025 21.30,21,On-Time / Minor
07-10-2025,90032,Western,Bandra,10.00.00 PM,10.01.00 PM,1,FALSE,07-10-2025 22.00,07-10-2025 22.01,22,On-Time / Minor
07-10-2025,11033,Central,Kalyan,10.30.00 PM,10.32.00 PM,2,FALSE,07-10-2025 22.30,07-10-2025 22.32,22,On-Time / Minor
07-10-2025,90034,Western,Dadar,11.00.00 PM,11.03.00 PM,3,FALSE,07-10-2025 23.00,07-10-2025 23.03,23,On-Time / Minor
07-10-2025,11035,Central,Karjat,11.30.00 PM,11.32.00 PM,2,FALSE,07-10-2025 23.30,07-10-2025 23.32,23,On-Time / Minor
08-10-2025,90036,Western,Dadar,12.00.00 AM,12.01.00 AM,1,FALSE,08-10-2025 0.00,08-10-2025 0.01,0,On-Time / Minor
08-10-2025,11037,Central,Dadar,12.30.00 AM,12.32.00 AM,2,FALSE,08-10-2025 0.30,08-10-2025 0.32,0,On-Time / Minor
08-10-2025,90038,Western,Bandra,1.00.00 AM,1.00.00 AM,0,FALSE,08-10-2025 1.00,08-10-2025 1.00,1,On-Time / Minor
08-10-2025,11039,Central,Dadar,1.30.00 AM,1.31.00 AM,1,FALSE,08-10-2025 1.30,08-10-2025 1.31,1,On-Time / Minor
08-10-2025,90040,Western,Virar,2.00.00 AM,2.01.00 AM,1,FALSE,08-10-2025 2.00,08-10-2025 2.01,2,On-Time / Minor
08-10-2025,11041,Central,Thane,2.30.00 AM,2.31.00 AM,1,FALSE,08-10-2025 2.30,08-10-2025 2.31,2,On-Time / Minor
08-10-2025,90042,Western,Dadar,3.00.00 AM,3.04.00 AM,4,FALSE,08-10-2025 3.00,08-10-2025 3.04,3,Moderate Delay
08-10-2025,11043,Central,Kalyan,3.30.00 AM,3.33.00 AM,3,FALSE,08-10-2025 3.30,08-10-2025 3.33,3,On-Time / Minor
08-10-2025,90044,Western,Dadar,4.00.00 AM,4.05.00 AM,5,FALSE,08-10-2025 4.00,08-10-2025 4.05,4,Moderate Delay
08-10-2025,11045,Central,Dadar,4.30.00 AM,4.33.00 AM,3,FALSE,08-10-2025 4.30,08-10-2025 4.33,4,On-Time / Minor
08-10-2025,90046,Western,Andheri,5.00.00 AM,5.01.00 AM,1,FALSE,08-10-2025 5.00,08-10-2025 5.01,5,On-Time / Minor
08-10-2025,11047,Central,Dadar,5.30.00 AM,5.32.00 AM,2,FALSE,08-10-2025 5.30,08-10-2025 5.32,5,On-Time / Minor
08-10-2025,90048,Western,Dadar,6.00.00 AM,6.01.00 AM,1,FALSE,08-10-2025 6.00,08-10-2025 6.01,6,On-Time / Minor
08-10-2025,11049,Central,Kurla,6.30.00 AM,6.32.00 AM,2,FALSE,08-10-2025 6.30,08-10-2025 6.32,6,On-Time / Minor
08-10-2025,90050,Western,Bandra,7.00.00 AM,7.00.00 AM,0,FALSE,08-10-2025 7.00,08-10-2025 7.00,7,On-Time / Minor
08-10-2025,11051,Central,CSMT,7.30.00 AM,7.31.00 AM,1,FALSE,08-10-2025 7.30,08-10-2025 7.31,7,On-Time / Minor
08-10-2025,90052,Western,Bandra,8.00.00 AM,8.01.00 AM,1,TRUE,08-10-2025 8.00,08-10-2025 8.01,8,On-Time / Minor
08-10-2025,11053,Central,Thane,8.30.00 AM,8.31.00 AM,1,TRUE,08-10-2025 8.30,08-10-2025 8.31,8,On-Time / Minor
08-10-2025,90054,Western,Churchgate,9.00.00 AM,9.16.00 AM,16,TRUE,08-10-2025 9.00,08-10-2025 9.16,9,Severe Delay
08-10-2025,11055,Central,Kurla,9.30.00 AM,9.35.00 AM,5,TRUE,08-10-2025 9.30,08-10-2025 9.35,9,Moderate Delay
08-10-2025,90056,Western,Dadar,10.00.00 AM,10.06.00 AM,6,TRUE,08-10-2025 10.00,08-10-2025 10.06,10,Moderate Delay
08-10-2025,11057,Central,Kurla,10.30.00 AM,10.30.00 AM,0,TRUE,08-10-2025 10.30,08-10-2025 10.30,10,On-Time / Minor
08-10-2025,90058,Western,Borivali,11.00.00 AM,11.01.00 AM,1,FALSE,08-10-2025 11.00,08-10-2025 11.01,11,On-Time / Minor
08-10-2025,11059,Central,Dadar,11.30.00 AM,11.30.00 AM,0,FALSE,08-10-2025 11.30,08-10-2025 11.30,11,On-Time / Minor
08-10-2025,90060,Western,Borivali,12.00.00 PM,12.02.00 PM,2,FALSE,08-10-2025 12.00,08-10-2025 12.02,12,On-Time / Minor
08-10-2025,11061,Central,Kalyan,12.30.00 PM,12.31.00 PM,1,FALSE,08-10-2025 12.30,08-10-2025 12.31,12,On-Time / Minor
08-10-2025,90062,Western,Dadar,1.00.00 PM,1.04.00 PM,4,FALSE,08-10-2025 13.00,08-10-2025 13.04,13,Moderate Delay
08-10-2025,11063,Central,CSMT,1.30.00 PM,1.31.00 PM,1,FALSE,08-10-2025 13.30,08-10-2025 13.31,13,On-Time / Minor
08-10-2025,90064,Western,Borivali,2.00.00 PM,2.01.00 PM,1,FALSE,08-10-2025 14.00,08-10-2025 14.01,14,On-Time / Minor
08-10-2025,11065,Central,Dadar,2.30.00 PM,2.33.00 PM,3,FALSE,08-10-2025 14.30,08-10-2025 14.33,14,On-Time / Minor
